content,polarity_score,sentiment_label
pleas fix alreadi updat gp system accord googl map place accur qr checkpoint app say your radiu wont let day ruin,0.4717,pos
let get straight order enter public area even mall jakarta instal one requir insid requir insert born date cant even press what function vacat certif even system countri rush problemat app also,0.2263,pos
bad care doesnt realli matter go rather show qr display lockscreen anywher around privat need download cert got noth day got vaccin realli wanna know bathroom remain notif oh loc kind push,0.4635,pos
applic often bug like im tri fill birthday calendar system empti red work im tri fill profil done yet pleas fix,0.3612,pos
doesnt work properli use websit instead repli statement staff hospit unabl enter correct vaccin detail staff health unwil help email address gave made differ staff either incap unwil help sad indict,0.3182,pos
applic work ok green statu howev imag certif peopl vaccin certif outsid indonesia pleas fix locat requir show copi certif imag thank,0.5719,pos
app stay open background drain batteri data instal u want go mall somewher need immedi uninstal,0.0772,pos
app readi technic sometim vaccin certif come sometim doesnt slow server respons especi morn afternoon peopl check place make lot peopl stuck enter build venu input nick name say regist even though vaccin twice joke,0.0516,pos
terribl alreadi got vaccin two time got messag link download certif app say must go get vaccin alreadi download certif confus like english confus point cant download certif even though ive vaccin x got sm got certif link open said couldnt download wasnt vaccin even though need certif terribl edit yey done tengkyu,0.3612,pos
nice effici app submit requir app forget everyth ask login quit sometim scan qr code say far scan locat wow realli recommend app everi day use,0.802,pos
app alwaysss alwayssss ask locat permiss eventhough alreadi allow alway back front page get mani place cant open suck app suckssss,0.5116,pos
log process ask verif code code deliv either email phone number know log due everytim genuin verif code still send pleas fix issu,0.0772,pos
app unreli buggi your go make app essenti us go anywher least make sure thing run smoothli,0.3182,pos
complet vaccin app cant show certif think better use paper instead system readi yet notmillenni,0.4404,pos
sometim scanner realli doesnt work idk fix tri scan barcod anoth app there problem camera would like fix issu,0.0248,pos
final get vaccin ticket almost time verif trial hope develop team keep fix app better version thank hardwork good job ,0.8807,pos
great give info area covid red zone also note vaccin histori well easili donwload cert nd shot recent updat sep bad experi happen app show vaccin cert anymor repli didnt vaccin cert may get vaccin cert back app couldnt chang phone nbr edit account pleas kindli help,0.6597,pos
data breach mandatori kind polici pandem end first thing uninstal annoy app devic guarante data use benefit public app want public reput auditor review app dont feel secur use app pleas googl someth,0.5859,pos
actual app quit good still develop phase cant complet person data upload photo vaccin certif doesnt show even alreadi complet form,0.4404,pos
batteri drainag also certif input even though ive alreadi got nd dose mid august dont know who blame fact certif wasnt updat suck,0.5334,pos
bad experi live jordan indonesian domest helper return indonesia app accept indonesian mobil couldnt appli jordan mobil couldnt handl email,0.128,pos
cant even log ive turn gp n bluetooth enter phone number receiv otp code via text app alway close,0.0772,pos
gp alway realli consum much batteri resourc much consent screen ux friendli regist vaccin show ticket locat includ,0.2263,pos
pleas allow locat permiss set open app need permiss time kemenkominfo need know im time due covid dont think,0.2263,pos
tri regist vaccin process otp said sent sm phone number type previou screen otp come turn sent email,0.0772,pos
wait hour verif code never come email dont know work ask send email even though call ministri health email email feedback dont think useless way how data leak investig progress get updat,0.4082,pos
ridicul alreadi took nd vaccin alreadi input number full name base e ktp say alreadi nd vaccin howev go check certif say havent certif pleas check data tri everi frickin time still success,0.6444,pos
juli app start improv previous unabl regist see vaccin certif vaccin certif dose appear quit well keep improv,0.2732,pos
son vaccin cant find nik app nik ok dukcapil accord vaccin regist team nik cant found data yet includ pedulilindung shall phone email wa never answer,0.296,pos
great invent im still doubt valid sourc data inform caus check cross check inform realli fake noth best never,0.5719,pos
doesnt allow log work websit input email click log there alway pop notif say invalid signatur even mean help pleas,0.2579,pos
access first time login kept request permiss access photo camera locat even alreadi chosen allow access app doesnt work ,0.2263,pos
applic seem like readi use yet mani bug bother phone number use regist vaccin cant use,0.1027,pos
slow slow googl map fine app map inaccur make unabl check,0.2023,pos
cant get app open grant permiss howev open complet profil easi app use,0.3612,pos
need make app must condit basic everyth least make work properli spent time make better,0.4404,pos
kind spi app give access locat time imagin everi indonesian peopl give access locat els use data nightmar,0.5267,pos
take like forev everytim use app keep ask think barcod scan isnt work time,0.3612,pos
want login account hard invalid signatur app said phone number correct happen ask us updat app,0.0516,pos
good app need fix digit passport alreadi vaccin doesnt allow make digit passport pleas fix,0.3036,pos
cant fill date wors app even small simpl data like date detail miss,0.2263,pos
suppos excel help corona time howev disappoint birth date column vaccin certif work properli,0.4588,pos
system calendar good ive backward look birth date month year dont make simpl check see,0.4404,pos
take forev obtain devic locat locat share cannot stop dude,0.4745,pos
tri updat data applic keep say intern server errorand matter mani time fill date birth keep blank ,0.0258,pos
app work properli hint tri uninstal reinstal app ecert appear app whilst actual u alreadi got sm inform ur cert avail care protect websit,0.7003,pos
complic pl allow us use mobilephon get verif easier mail pmi peopl keep mailbox left indo long time dont use indo mobil,0.5719,pos
app cant read locat automat even turn locat activ gmap first app reach current locat ,0.0258,pos
idk im frustrat bc everi time tri complet profil enter date birth column still blank u know sit stupidli infront mall bc cant enter bc app sure knew u guy work hard develop app pleas make better ,0.5267,pos
idk account cant access newest locat make longtim scan barcod everi public area anyon help,0.3182,pos
heavi batteri heavi system think like want monitor long hour resourc demand low possibl hufff sorri,0.0516,pos
cant fill account ident date hard fill name nik still cant fullfil ident useless,0.234,pos
cant use qr code keep tell fit person data nik exactli despit fact alreadi check put precis say person data,0.3612,pos
cant use download button much error check vaccin statu also use app good appspleas inform,0.0516,pos
english think u want tourist must english lol funni dont recogn email let u use indonesia phone number,0.5267,pos
ultim tool quickli drain phone batteri app better,0.4404,pos
applic work fine never face issu keep good work mani thank develop team,0.7351,pos
cant login there error messag invalid signatur dont clue mean want login,0.2584,pos
app useless keep reinstal mani time dont know what wrong im good connect either sorri say,0.3927,pos
idk everyon els said complic app allow permiss fill form need got ur ticket open simpl,0.128,pos
wonderingread review mani problemwhi u still need us captur send ur emailwhi dont fix problem,0.3089,pos
cant login previous could login sever time phone number cant invalid signatur,0.0772,pos
data drain want access locat time need applic need locat u use app,0.0772,pos
onlin custom servic facil pedulilindung applic ask want correct oper error input chang cellphon number overal ok salut pedulilindung team thx lot,0.3818,pos
seem good intent enough oper app without good develop mainten mani bug,0.7003,pos
atleast turn locat pop alway show everytim open app help,0.4019,pos
think slight modif ehac could cover featur met care protectso dont see necess build anoth app,0.4939,pos
prevent phone sleep read data network gp etc consum lot batteri basic app snif,0.0258,pos
nice everyth work properli found one small issu cant updat profil pictur,0.4215,pos
good conveni paperless monitor system easi use carri without hassl bring doc,0.4404,pos
writen comment app store guy repli remark suggest email email address provid ive email guess email address excist nice,0.4215,pos
otp last step vaccin registr send phone number tri app mobil browser even desktop browser noth work,0.0772,pos
far good hope maintain till best perform keep us safe think three star enough ill give given big impact later,0.8779,pos
access locat time complet joke concept need redefin,0.296,pos
suppos find download certif ive skim phone couldnt find download certif like,0.3612,pos
cant send otp code ive tri sever time still cant get sm even though number correct,0.0772,pos
pleas add dark mode featur dark mode didnt see menu text thank,0.3612,pos
cant open app alway ask allow permiss even though alreadi given access locat,0.2263,pos
updat cant even open profil dont know much internet signal need realli worth updat pleas enlarg server,0.2263,pos
troubl app way contact send email never get repli anyon tell contact repres caringprotect edit thank respond,0.3612,pos
took long check process scan barcod one time success,0.5719,pos
app want arbit buy sell travel thank,0.4215,pos
app use thank care protect stay safe stay healthi everyon,0.8807,pos
lot better phone phone ram gb load slow open app,0.4404,pos
cannot edit phone number chang number certif cannot show useless app,0.2235,pos
network stabl gp detect differ locat want log account,0.0772,pos
care protect make batteri drain faster like deadlin assign hope app friendli use,0.8807,pos
second vaccin certif show first one alreadi done could fix thank,0.3612,pos
prison adopt countri singapor open spend day usa countri enter singapor without quarantin howev qr code vaccin certif work work cant even download certif help,0.0258,pos
profil inform like name input sometim went miss click regist email address input name,0.2263,pos
good think u guy updat alreadi regist keep reregist keep good standard like first time,0.8074,pos
person experi data leak regard applic anoth applic tri follow current trend covid prevent app like tracetogeth singapor noth prevent hundr confirm posit person enter crowd area mall etc,0.0772,pos
alway need use gp breach person info imo least gave choic gp use like aggress user dev,0.0516,pos
still english still cant upload fore vaccin inform laughabl govern want get foreing download use yet app isnt design anyon born indonesia,0.0772,pos
cannot login careprotect app stop otp sent number use android v thank,0.1531,pos
havent receiv certif app doesnt menu escal problem,0.3089,pos
big leap kominfo easi use perfect function,0.5719,pos
good uiux easi use app light enough phone thank,0.6597,pos
guy tell remov certif vaccin account friend ask help log didnt work tri account work account stuck account differ certif phone dont know hot remov friend certif phone need log phone guy help doubl certif problem thank advanc,0.8625,pos
tri see vaccin certif got verif code number got verif code email doesnt match,0.0772,pos
cant login im alreadi add otp system alway like allow enter main menu,0.5267,pos
app super buggi need uninstal reinstal time,0.5994,pos
far app work properli use help get access public place great job,0.7783,pos
allow locat set use app cant use app rubbish trash,0.2263,pos
good idea horribl applic much bug locat garbo,0.4404,pos
app awesom enter public facil scan barcod love app,0.6369,pos
app trash cant use alway stuck load bar,0.1877,pos
tri sever time input data kept respond name id number differ,0.0772,pos
dont recogn call call center far progress,0.4215,pos
cant creat account error note nik name sync pleas fix,0.3089,pos
app realli suck need login otp code everytim open app your click logout shouldnt need login anymor app alway ask permiss everytim open pleas realli need chang ur vendor ur programm even young adult like said app hard handl elder make easi indonesian peopl ps hire nyoman frastyawan need best programm,0.5267,pos
reliabl locat wise straight forward enough use,0.6124,pos
ui well made bug encount far,0.2732,pos
even updat nik intern server error first gp alway activ must alway forc close sadli good experi,0.0516,pos
suitabl android even new seri enter phone number suddenli close,0.0772,pos
far lot reliabl issu good app work intend,0.4404,pos
good app problem login make feel safe way indonesia indonesian,0.4767,pos
edit ye see vaccin certif thank u still lot bug,0.3612,pos
hard scan locat pl fix everi singl peopl indonesia need app thank,0.2732,pos
add resid card number also cannot add birth date troublesom app,0.0772,pos
help easi use feel safer go public place use,0.6705,pos
good recommend program provid human safeti healthi best futur,0.8625,pos
updat app ask locat permiss alreadi allow app use still wont go next step want,0.296,pos
everytim want save input nik birth date alway said intern server error,0.2023,pos
applic good must develop payment gateway electron money beat qri gopay ovo etc enough penetr market place digit signatur fintech one applic rule,0.4404,pos
allow gp time oh come cant hide notif bad user experi,0.6449,pos
hadehhh scan app log close cellphon realli old time chang new cellphon hope fix soon fyi error forc close follow javalangstackoverflowerror stack size kb xnmaintestdispatcherkt tpmaincoroutinedispatcherkt itostringhandlerdispatcherkt javalangstringvalueofstringjava javalangstringbuilderappendstringbuilderjava ktostr ,0.25,pos
batteri drain fckng fast background process thank,0.3612,pos
way slow data integr well,0.2732,pos
vaccin certif approv shown care protect app pleas fix,0.7003,pos
work alright need complet profil websit cant updat profil app,0.25,pos
work properli devic app get better updat thx health ministri,0.6597,pos
pleas make locat allow app use time drain batteri,0.2263,pos
want updat bio alway blank hope care protect u improv,0.8402,pos
applic good know see covid vaccin card also realli like applic,0.6597,pos
good enough datemonthyear tri fill,0.4404,pos
server error often overal good,0.0516,pos
ident statu clear app chang made request,0.3818,pos
sussi app mom instal app found there anoth person name vaccin histori menu dont even know hell,0.5667,pos
cannot show vaccin certif fulli vaccin pleas help updat oct solv,0.4019,pos
good app english option would handi,0.4404,pos
damn app doesnt give damn code want vaccin ok god damn code doubl check everyth noth ok send code via whatsapp like tokopedia someth,0.0516,pos
tri login use phone number keep say usernam cannot empti,0.0772,pos
make easier app user friendli,0.4215,pos
cant updat profil cant use qr code scan use app go anywher real govern recommend app work,0.3612,pos
dont understand govern app didnt put actual updat app like forc app,0.3612,pos
perfect way track spi citizen kudo dev govt,0.5719,pos
app use everywher go help app thank,0.6369,pos
app keep forc turn gp drain batteri dont know need stop process app system phone,0.2235,pos
well run app easi use easi regist dont know ,0.2732,pos
safe data breach spot uninstal asap,0.4404,pos
vaccin regist test covid input done call center help solut,0.4019,pos
sometim difficult find area covid free,0.2023,pos
stnd dosag vaccin certif see rd one websit hope,0.4404,pos
unabl enter applic care protect,0.7003,pos
useless apptoo mani bug need hire best programm,0.34,pos
friendli user easier use,0.4215,pos
great app help thank much joint effort ministri govern republ indonesia,0.8519,pos
work well pleas concern batteri ,0.2732,pos
useless trash app good job,0.0258,pos
cant regist app email verif reach email,0.0258,pos
cant open alway crash,0.3089,pos
wonder build test app cant build proper app pleas seek help one,0.4019,pos
thank build great app make everyth easi,0.765,pos
work pretti well grandma bc cant get certif time vaccin give tq,0.2732,pos
excel cant set profil app far good,0.7096,pos
good app protect cover us pandem,0.6705,pos
great way drain batteri fast,0.6249,pos
work better dont know keep work guy appreci hard work dedic ,0.3612,pos
final app fix good luck stay save,0.8442,pos
unstabl super error app,0.296,pos
good took vaccin min ago certif show,0.4404,pos
hello chang languag english pleas thank,0.3612,pos
better use desktop app unreli,0.4404,pos
complic life super poor applic caus queu,0.2023,pos
drain batteri cant appli vacat bad app,0.431,pos
app need know locat time need access camera record sex need access file media put profil pictur care profil pictur social media right,0.4939,pos
perfect apphav dilay error,0.25,pos
perfect immacul super app lord must proud,0.8934,pos
locat permiss set allow time,0.2263,pos
support android old version like lollipop,0.6369,pos
give one star sinc app plan make profit app clearli want compet gopay ovo low protect dont even bother think major us use app forc want,0.7215,pos
cant login use phone number even though ive second vaccin regist number,0.1531,pos
good app user friendli,0.4404,pos
good concept idea,0.4404,pos
hard updat data thx u,0.2732,pos
award worst review app ever exist play store goe cant input date birth min haha thank,0.743,pos
excel quick help,0.6908,pos
askif go place like mallmrttrain ok present bare codewho present account,0.5719,pos
good cant input bhd date,0.4404,pos
login web smooth great ,0.6249,pos
bug bug delet review top,0.2023,pos
nation level app mani bug lol,0.4215,pos
come cant sign error user found,0.3089,pos
caus huge line train station,0.3182,pos
good inform easi access,0.4404,pos
sucki cant enter app via login bcoz alreadi make account via websit direct link hope solut develop team app,0.4404,pos
interest use,0.4588,pos
cant sm verif suck,0.3412,pos
lot amount gov spent budget shouldv made better,0.4404,pos
sophist applic thank,0.3612,pos
great strace app pedulilindungi like error sometim,0.5994,pos
great applic protect us expos covid transmiss,0.7717,pos
frequent updat seem app well test,0.2732,pos
unreli app feel like beta app,0.3612,pos
nice app travel public area,0.4215,pos
app life like robot privat app know ever go,0.3612,pos
good app love use app inform covid vaccin thank much,0.8625,pos
thank great applic help ,0.8519,pos
app loo good visual help,0.6808,pos
thank app get better time,0.6597,pos
chang review app work well like thank feel safer,0.836,pos
dev friend cant put date birth hard go anywher pl fix im happi help,0.6705,pos
cant updat profil phone cant upload pictur cant open vaccin certif pleas help certif nd dose,0.4019,pos
lot bug recommend,0.3612,pos
simpl help,0.4019,pos
good easi usecheckin ,0.4404,pos
work allow login,0.2263,pos
good job hope indonesia enter new normal safe,0.8271,pos
puskesma regist use kita number app wont let regist vaccin pleas assist solv matter ,0.1027,pos
good ui much icon,0.4404,pos
get vaccin certif cant regist app never receiv verif code how possibl allow activ without vaccin certif ,0.2263,pos
nice applic vaccin certif alreadi day vaccin dose ,0.4215,pos
purpos gp access time allow use enough,0.2263,pos
thank much valuabl inform relat healthi lifestyl,0.3612,pos
purpos app deni entri place interest unvaccin app discrimin promot segreg,0.4588,pos
idk track everyon locat lol,0.34,pos
technic good help,0.6808,pos
cannot regist annoy,0.3412,pos
thank guidanc keep,0.3612,pos
help give import inform relat pandem area,0.4019,pos
alreadi good need improv,0.4404,pos
good app healthi,0.4404,pos
good experi everyth easi help,0.6808,pos
cant fill birthday wast program somebodi alreadi use nik sure,0.3182,pos
help think recommend app thank,0.7717,pos
batteri eater make phone hot like summer,0.3612,pos
everi detail great,0.6249,pos
good app easi use ,0.4404,pos
foreign vaccin certif support app even submit verif integr within app verifi,0.4019,pos
app get better user friendli,0.4404,pos
app good indonesian resid,0.4404,pos
terribl app pl hire better team,0.4404,pos
scan qr code doesnt work error,0.3089,pos
bravo great awesom idea,0.6249,pos
good inform insid,0.4404,pos
birth date fix use app thank,0.3612,pos
work top applic,0.2023,pos
find email phone number although use regist,0.0772,pos
check cant check stuck forev,0.1877,pos
well done still unsmooth,0.2732,pos
cant found certif even still give star coz love indonesia,0.6369,pos
cant even regist pleas fix thank,0.3612,pos
inform good,0.4404,pos
long use app everyth okay,0.2263,pos
cant fix problem someon use nik turn certif fact got first vaccin,0.3089,pos
oh god bloatwar import thing help societi,0.5859,pos
app great alreadi vaccin twice,0.6249,pos
like support applic,0.6369,pos
thank data correct,0.3612,pos
locat time nice one,0.4215,pos
cant complet profil useless,0.3252,pos
app comfort use,0.3612,pos
chang number applic certif,0.0772,pos
useless like oligarchi rule incompet profit orient govern,0.3818,pos
care protect drain batteri,0.7003,pos
fair alway connect even use,0.3182,pos
good alway error,0.0516,pos
accur help,0.4019,pos
must share locat time shouldnt necessari,0.296,pos
good often troubl,0.4404,pos
app help best anyway,0.7845,pos
uninstal clear perfect publish critic,0.6369,pos
even app better perform app,0.4404,pos
still like bug lagah yu lag,0.0258,pos
didnt know real reason use lol joke,0.6124,pos
good use app,0.4404,pos
applic good practic,0.4404,pos
best app indonesia,0.6369,pos
server damphow mani time play itshould frendli user pl look matter asap,0.3612,pos
work well,0.2732,pos
help,0.4019,pos
nation scale govern app terribl server better keep goat sono,0.4404,pos
help applic keep activ,0.4019,pos
gradual get better,0.4404,pos
apk amaz thank,0.3612,pos
niceit realli help,0.4019,pos
nice app friendli use,0.4215,pos
app want track gp ,0.0772,pos
nice applic thank,0.6486,pos
good app pandem,0.4404,pos
ive vaccin statu protect still red,0.3818,pos
get better see certif,0.4404,pos
complain get right away good servic,0.1027,pos
good applic,0.4404,pos
keep top free medic even useless lol,0.6249,pos
work well,0.2732,pos
chang english languag prevent,0.0258,pos
thank respons,0.3612,pos
keep good work,0.4404,pos
fast good servic,0.4404,pos
good app easi use ,0.4404,pos
good help lot,0.6808,pos
good updat alway,0.4404,pos
great app boss good job,0.7906,pos
thx indonesian govern app,0.3612,pos
good applic covid ,0.4404,pos
useful,0.4404,pos
insist us allow track us time,0.2263,pos
applic help,0.4019,pos
anniversari reward bad,0.0516,pos
great app,0.6249,pos
get better app,0.4404,pos
ok quit help,0.5994,pos
nice busi,0.4215,pos
good fast,0.4404,pos
work well,0.2732,pos
good applic,0.4404,pos
worthi help applic,0.4019,pos
half bake app govt expect lol,0.4215,pos
far great,0.6249,pos
love app,0.6369,pos
nice app,0.4215,pos
progress go good,0.6908,pos
good app,0.4404,pos
app get better,0.4404,pos
work nice,0.4215,pos
good applic good respons,0.7003,pos
help us thank,0.6369,pos
good applic,0.4404,pos
help go anywher ,0.4019,pos
otp match tr okay want get vaccin,0.296,pos
hack app cannot stop,0.2235,pos
name invalid want check vaccin certif,0.0772,pos
need anniversari reward,0.5719,pos
applic take away peopl freedom,0.6369,pos
save nik birth date,0.4939,pos
l llama l lllllllllllllllllllllllllllld see great llllllllllllllllllllllllllllllllllll l l look k ill llllllllllllllllllllllll edddd ed ff f f cd,0.6249,pos
dont updat stupid often,0.4168,pos
good good,0.7003,pos
good app,0.4404,pos
nice app use,0.4215,pos
good applic,0.4404,pos
help app,0.4019,pos
cool excel,0.6486,pos
cant cancel vaccin ticket,0.1877,pos
much better nowkeep,0.4404,pos
sorri scÃÂ³m plebian allow world belong elit,0.2263,pos
good,0.4404,pos
far good,0.4404,pos
otp doesnt enter useless,0.3252,pos
noth good,0.4404,pos
