content,polarity_score,sentiment_label
cant login applic ive tri sever day alway suddenli close input email login pleas fix soon possibl,0.0,neg
 time swab updat alreadi shown provid upload pedulilindungi system shown app also requir access locat storag camera potenti breach privaci,0.0,neg
dont like fact need turn locat time even use applic make feel unsaf toward surround possibl someon track whereabout person ident get hack like presid make uneasi wari,-0.4973,neg
data updat alreadi contact provid email respons chang app demand locat servic cant function opt use locat use app privaci concern poor design app,-0.5574,neg
 consum batteri extrem suppos gener mobil app mobil game need user remind sm otp work point design otp useless sinc payment busi secret document confidenti info etc etc  number peopl insid build absolut accur sinc need check manual get nobodi need design auto check base distanc build,-0.3612,neg
app liter kill drain much power like minut phone charg until suddenli drop percent sinc download app also app alway ask allow featur action phone even though allreadi allow action featur phone make cannot use app also app perform slugish slow pleas fix problem,-0.6369,neg
supposedli essenti app app worst sometim stuck open logo stuck want check variou problem get right budget thing shouldnt happen,-0.8591,neg
toooo complic dont know keep login send code email phone also notif track locat keep come everytim click button sooo disturb advert,-0.4019,neg
user doesnt care app work compar app worst app ever user need alway allow locat access drain batteri even need everi page that super annoy gp still ask turn wont give alway allow drain batteri super annoy,-0.233,neg
main problem keep drain batteri use locat time ui seem fine ux complic need dig quit deep find vaccin certif intuit,-0.2263,neg
drain lot phone batteri turn gp time never turn even close app unless forc stop lot secur bug issu come one offici govern app cant lot better ,-0.5583,neg
sorri say app trash first ive instal latest version open app say pleas updat app second profil valid vaccin certif list app ive done nd dose vaccin sever month ago shame,-0.4767,neg
user friendli everytim need sign must fulfil whole data locat requir eventhough open app uncomfort liter dismiss peopl privaci,0.0,neg
dont know certif could display restart phone twice chang howev barcod scan work yet,0.0,neg
app run well lost signal devic cant defin locat app seem cant updat locat time want check suck,-0.4215,neg
updat cannot log anymor app alway crash stop input mobil number get otp tri uninstal reinstal luck ,-0.1531,neg
bad applic govern ask scan barcod tri login shud fill birth id often time fill intern server error bad applic peopl suggest download mani field fill applic code support cant login via apploc id tri login via websit instruct intern server error ask birth date id often time wast time,-0.8658,neg
overal bad experi app forc user activ gp time also access document media bad technic flow want regist schedul covid vaccin want regist get vaccin app ask name nik even though ive declar name nik app app ask app told otp would sent phone sm fact sent mail went spam,-0.836,neg
stupid app ive ever seen develop seem cant hire profession programm work app easi revers engin app bloat stupid gp track mean googl map also track us doesnt drain much batteri compar stupid app pleas dont sue im tri complain also pleas repli review english im indonesian live ireland mani year dont realli know indonesian much,-0.9136,neg
disgrac unreli intern servic alway error tri updat data somebodi need fix immidi,-0.4019,neg
app load slow first cant use app doesnt pointer activ locat time need rework ux applic flow proper ux test,0.0,neg
where review delet rewrit poor app drain batteri much even use hi tech flagship devic make locat permiss need open app dev u forc user exploit locat liter everytim batteri drain memori hog realli pain ss,-0.7506,neg
updat profil born date column didnt save realli annoy launch app rush develop test launch app public sorri couldnt give good rate didnt fix asap,-0.3875,neg
bad app forc turn gp even your use applic good check mall public placesfacil terribl weird permiss alway gp,-0.3182,neg
good effort behalf behalf health ministri afternoon lack gotten second vaccin age ago regist app still statu yellow unabl get second vaccin certif email complet useless unhelp repli,-0.296,neg
drain batteri app servic run background use gp locat time reason even im use cant deni app gp permiss wont let use app gp disabl wonder who develop app cuz must suck good practic,0.0,neg
regist email ad nik certif wont load tri x tri log phone number everyth problem there account nik there option delet account unlink emailphon number,-0.2732,neg
bad realli bad drain batteri cant close like spywar mani bug inconveniencebut mandatori feel wors,-0.8446,neg
problem user unabl fill necessari data user cannot fill id date birth user receiv avail data user locat fix problem good that thank,0.0,neg
happen app cant sign either app web fail sign ive got verif code email joke suppos make app easi use least tell reason cant sign self,-0.3182,neg
use app drain phone batteri much sometim make phone heat much instal app im enter airport someth need uninstal later,0.0,neg
suppos use app howev took forev open app imag stuff within error appear refil reappli yet drain batteri,-0.4019,neg
tri login alway stuckfreez access photo media etc u need otp time login wast time wast data packag money u alreadi hvuse wifi time use low qualiti app go everywher disast hurt economi ,-0.6705,neg
app good idea technolog make peopl easier get info place low high risk hate bc mum got log app fill bod column alway emptu pleas fix bug mum need go groceri asap,-0.296,neg
app synchron locat sometim cannot enter place cannot check use qr code scanner basic useless,-0.4215,neg
poor applic big problem input date birth format follow noth follow scroll reach couldnt input noth appli make peopl crazi ,-0.6908,neg
app work android phone everi time use default page link uninstal reinstal worst app ive ever deal,-0.6249,neg
reason gave one start fill ehac insid app finish fill form forc close suddenli tri app close cant fill form ehac,0.0,neg
app good purpos constant locat access alway background option turn made annoy,0.0,neg
applic bad drain batteri faster fail scan qr code alway troubl access locat gp uninstal first instal make work,-0.7906,neg
app trash big ministri made embarrass pleas make applic user friendli dont make user alway open set frequent ask permiss applic also quit error got difficulti day want check alway error idk pleas fix app liter use indonesian citizen activ,-0.7717,neg
track devic govern ask keep gp track time even app switch ask access galleri doesnt relat app violat user privaci,0.0,neg
updat everi week signific chang work slow everytim scan barcod check inout sometim respond,0.0,neg
what point set limit time chang profil must wait min updat profil alway got intern server error reach limit flow broken bad app,-0.8481,neg
updat app keep pop notif ask restart phone notif cannot delet like notif app updat problem instal first run solv thank notif restart keep show even restart data couldnt complet input sinc otp never come,-0.3204,neg
um cant put person info account app wont let finish inform cant go anywher use qr scan check mall alway say pleas fulfil person data yet cant even finish damn app wont let fix pleas mayb app worst app ever use,-0.4295,neg
hate must access locat time drain batteri life notif bug pleas add option activ app need someth,-0.5719,neg
alway log app everytim exit app sometim situat urgent signal bad alway log ask permiss disturb pleas fix soon sinc app use mani crucial place,-0.6597,neg
stupid app keep ask permiss access locat function phone although given full access time alreadi instal uninstal mani time problem alway occur,-0.7269,neg
fine last time use suddenli app got error got log without warn anyth got log cant log want regist say telp regist log say user found pl fix,-0.2086,neg
ive vaccin full cycl first second shot done cant see vaccin certif neither applic databas need certif especi second shot mobil pleas fix,0.0,neg
annoy notif permiss usag pl fix annoy notif that bad potato phone rather instal app caus use time that feel forc use,-0.8519,neg
app use locat background process real time even donecheck public place make phone batteri die quickli make phone extrem hot,-0.5994,neg
worst app ive ever chanc edit bio data alway prompt close applic lead close app matter tri open,-0.6124,neg
hate need enabl locat permiss whenev want use need disabl manual bc itll drain batteri realli need app track us use pl enabl permiss featur,-0.5267,neg
cant input birthday date ive fill date everytim tap ok didnt save date wasnt show box still empti red pleas fix problem need use app asap,-0.4815,neg
im excit use app rememb go two week basi easi track updat covid spread issu,0.0,neg
grandma cant regist account care protect say registr fail also tri login insert phone number also say user found way fix issu,-0.4986,neg
long app keep say phone got fake locat gp never know featur possibl app said gonna one star dev team pleas fix issu come work bother other attend thank,-0.4588,neg
app cant chang account alreadi regist im hard time chang account previous use regist brother app result cant make vaccin certif app,-0.1027,neg
unus unreli put much effort login applic decid unabl fill id magic applic everyon told phone,0.0,neg
applic keep run background cannot termin also keep track locat even set track applic use,0.0,neg
applic karya anak bangsa suck fail miserablyeverytim app open ask cellphon locat turn alreadi yet cant access app better someon profession abroad pay develop much better app,-0.8913,neg
terribl applic ask updat almost everi week nd certif actual wrong listen applic someon certif honestli forc govern due daili activ use trash applic,-0.4767,neg
realli annoy apponc open fill document suddenli log tri openit doesnt work allmak frustrat,-0.4404,neg
cant even log profil keep ask verif code never receiv email took much time verif code make unus,0.0,neg
suck tri sign phone number never got sm secur code tri sign email work want add phone number account cant add phone number alreadi regist app,-0.1779,neg
alreadi gave gp access im use app everi time ask gp full access dont share locat time im use app enough stop tri spi,-0.4745,neg
 cant choos access locat use instead forc give locat access time data leak,-0.34,neg
nik state error never nik check popul data everyth right guest data synchron still work properli,-0.4019,neg
pleas fix problem mani complaint repli yet mani time fill year birth alway forward fix exactli year alway wrong delet tri download troubl put correctli year make felt annoy standart use applic insid market etc data valid get barcod cant fix problem attent pleas feedback asap,-0.9118,neg
hello whether login login need verif code sent sm make difficult especi peopl multidevic like applic still bug especi licens section pleas fix ,0.0,neg
app bad cant regist everi time send otp app close uninstal instal still problem download sep mani complain user still improv must scan barcod care lindung enter supermarket come app work point govern said must download app suck pleas work harder make improv els dont care complain,-0.7717,neg
cant updat profil even name ident number correct tri time say wait suck mayb phone bad ofc old android redmi make compat android phone isnt,-0.7269,neg
got full vacin dont close contact person covid statu applic still yellow green applic date happen husband,0.0,neg
even realli need certif alon enough pass dont need hassl download besid app broken frick alway error determin locat,-0.7003,neg
recommend wors batteri consumpt alway get error everytim scan qr code unreli even privaci issu put jeopardi,-0.0516,neg
mail system host mxkominfogoid im sorri inform messag could deliv one recipi attach assist pleas send mail postmast pleas includ problem report delet text attach return messag,-0.4019,neg
bug everywher reason instal app oblig govern polici otherwis app suck technic app meant good purpos develop understand app serious user friendli bug freeeee ,-0.0772,neg
pleas assist fli jakarta tuesday cant manag upload vaccin certif app doesnt work keep email login code dont indonesian local number loop back login page also dont nik number sure,-0.3412,neg
app realli suck cant download vaccin certif everyon talk cant enter birth date otherwis cant enter nik app alway say pleas enter valid nik number alreadi enter correct one,-0.3818,neg
unreli app user friendli made us back forth input data useless,-0.4215,neg
vaccin twice digit vaccin certif app wont recogn record updat recogn display vaccin statu certif,0.0,neg
stupid applic alway ask locat permiss time choos locat permiss allow applic open still ask effin locat permiss cant use need permiss locat alway spi peopl,-0.7003,neg
use cant even log app use entir countri quit poorli made forc close app tri log even use websit base sometim didnt get otp nearli cant login use websit base phone time cant even login log ,0.0,neg
fill name nik accord id card certif doesnt come even though vaccin your fenc download app download slow phone noth use show,0.0,neg
bug everywher cannot open ticket due date wont fill select better wait till stabl version updat,-0.3412,neg
updat latest version problem fill birth date profil cant save scan qr code updat profil data,-0.6517,neg
nd complaint app noth chang last updat keep say fake locat detect dont fake gp fulli vaccin applic cant use wast,-0.8126,neg
slow unstabl lock locat restart sever time work,0.0,neg
app drain phone batteri fast uninstal dont go anywher instal need phone stay work properli look like im one feel way see peopl comment mani meme comment problem,-0.0516,neg
complet second dose vaccin certif alreadi shown color statu still yellow app updat restart phone noth chang,0.0,neg
applic doesnt work properlyeven input date birth come could use app go somewher show scan data,0.0,neg
difficult find certif data found yet ask input id number alway fail end,-0.6908,neg
fix account say user found tri appli say error pleas fix quickli updat fix fast thank ,-0.0516,neg
alway stuck locat permiss even though alreadi set gp updat alway useless coz still problem cant even load main menu,-0.7579,neg
app say nik invalid contact call center said need report dukcapil activ databas still updat latest inform nik cant regist vaccin nik retriev app import applic dont wait new report fix,0.0,neg
bad ui ux spi app access locat time drain batteri time,-0.5423,neg
applic connect real statu vaccin sinc juli th second vaccin accord applic havent got vaccin im reject enter mall allow travel pleas fix applic give real certif,-0.2023,neg
useless app gov said anyth need track app actual app readi yet didnt show data correctli issu data leak keep use app n get nd doos vaccin certif didnt give yet pl profession,-0.6369,neg
trash app mani bug button error need app get theater app doesnt work huge disappoint,-0.3408,neg
user friendli take time fall date birth cannot scroll download year senior citizen difficult,-0.3612,neg
absurd applic ive ever realli hard access devic request need locat im turn locat still cant access applic,-0.1027,neg
good applic way drain batteri realli annoy app go necess visit place pleas make optim,0.0,neg
complic user interfac neighbor famili ask teach use app ui isnt user friendli,0.0,neg
nuisanc constant notif turn locat annoy breach privaci mention batteri drain want scan anyth ill use gojek,-0.6597,neg
current updat cant login account check place said account found gp correct,0.0,neg
enough space type email phone number fill app need allow access cell data privaci isnt save good enough app,-0.428,neg
everytim want scan barcod alway show qr code exce radiu error ive reinstal app thing happen pleas tell,-0.34,neg
keep send notif get annoy tbh otherwis work intend,-0.4404,neg
cant check due unidentifi error keep get notif there error annoy,-0.8074,neg
need long time login slow respons dont know need login everi open app take time doesnt make easier,-0.3252,neg
use sole get info covid vaccin dose august late septemb didnt even updat vaccin certif caus lot issu nowday major venu weve visit made regulatori mandat show enter,0.0,neg
unabl regist account app tri registersign full name phone nbr email address said registr fail hffffh,-0.5423,neg
version doesnt even get past activ locat cant input anyth old version wouldnt accept foreign inform,-0.2924,neg
suddenli got black statu alreadi call one answer tri send email alreadi full cant get new email alreadi swab antigen test result came back neg statu still black,0.0,neg
otp took  never get plu batt drain loc cant auto check where vacc cert sm link lead app end error,-0.4019,neg
danger app must allow locat time choic use app must allow storag,-0.1531,neg
request access locat storag camera irrelev unless want get nake privat part tri avoid instal unus app,-0.2263,neg
locat enabl time know trace app shouldnt compulsori breach privaci pleas make option,0.0,neg
useless app doesnt work half time complic thing proof document enough mention frequent data breach,-0.4215,neg
useless app drain batteri couldnt get certif connect even though vaccin month call center never work email never get repli,-0.4215,neg
tri creat ehac intern travel app keep close tri upload pcr result cant proceed complet ehac input,0.0,neg
applic corrupt error updat self data intern server error nik updat error use app forc locat track alway galleri camera storag also forc alway access camera galleri,-0.7964,neg
suck applic tri load time still problem problem cant go next step input verif number,-0.7906,neg
applic forc us let app access locat time though dont even use app long time realli annoy worth,-0.25,neg
app drain batteri locat activ long log pleas fix locat track mandatori open app,0.0,neg
bad built applic fail scan code almost daili basi almost alway error useless applicationev,-0.8992,neg
app seem promis actual trash take send verif code end dont want use app,-0.0572,neg
ive vaccin receiv second shot august havent receiv certif yet stat still red well contact rs chang made disrupt disappoint,-0.1531,neg
trash app mani bug heavier gross game combin notif annoy hell,-0.891,neg
wont let see certif vaccin everytim enter nik keep say nik enter wasnt one use regist went vaccin certif enter nik say alreadi one tri view file said nik regist ah cant save profil bc intern error app ppl would rlli need use yall start fix,-0.6517,neg
applic work perfectli v got vaccin nd shot within minut certif appear app hassl scan bar code,0.0,neg
absolut garbag suppos fill form cant even access certif ive alreadi vaccin twice physic certif even show vaccin twice say dont one,0.0,neg
confus sometim featur dont work properli hope fix afterward,-0.3412,neg
applic wast batteri difficult access signal low slow access qr code,-0.5574,neg
integr sign via email retriev pass code open email app close there way could get passcod enter app,0.0,neg
keep fail tri log dont know alreadi uninstal clear catch differ,-0.2263,neg
whenev tri enter date birth wouldnt select date cant login cant even use app useless,-0.4215,neg
app confus mani menu accommod need result pcr display vaccin certif bad,-0.5423,neg
scuf app app import lot bug batteri life liter cant surviv next covid wave,0.0,neg
fact zero star iam tri regist get first dose vaccin said wrong otp check time otp correct one app send disappoint,-0.7003,neg
enter nik full name everytim use check function elder instantli surrend hesh enter multipl time nik full name check differ data insid app pleas guy uiux get basic data,0.0,neg
im sad sinc th aug certif st nd dosag still avail app meanwhil papa got st dosag today certif appear app wanna see certif pleas,-0.4767,neg
bad app lot error cant show vaccin form sometim birth date didnt show govern didnt enough budget hire team,-0.7351,neg
slow design badli otp via email sm come late almost time ,0.0,neg
app still batteri killer much use gp background app want use gp user open app annoy,-0.7845,neg
tri regist nik accordingli nation ident doesnt work appear error tri complet nik registr howev use applic daili useless,-0.1386,neg
think app built year old design build app first time littl logic ui ux,0.0,neg
lack data secur latest updat even show nik screen relev show nik check process,-0.3182,neg
difficult log time session user found alway like everi time want use far standard qualiti bad experi sure,-0.2263,neg
sorri applic bad fill date birthday even chang phone use applic,-0.5423,neg
app sucksi cant use scanner fill form yet alreadi said wrong certif alreadi correct time yet still work pleas fix,-0.4767,neg
poor app cant fill birthday scroll much date cant type app access pictur data phone ur databas access certif,-0.4767,neg
cant regist keep say registr error even tri email phone number still doesnt work,-0.34,neg
done covid antigen test mani time record histori show day could found histori,0.0,neg
pleas correct data ive vaccin three time one certif avail app ive sent email develop,0.0,neg
date birth bug realli annoy cant fill date manual didnt get fix asap co one complain,-0.6597,neg
applic alreadi synchron speed slow pleas increas speed,0.0,neg
put birthday column still blank think updat app problem solv noth chang,-0.4019,neg
date selector work make cant updat profil thought issu fix til today still work,0.0,neg
cant complet fill data verif applic stuck go back verifi number ,-0.1779,neg
alreadi got nd vaccin yet app said havent take nd dose cant access vaccin certif bad bad bad qualiti need lot upgrad app suck,-0.9246,neg
privaci breach locat alway drain batteri eco friendli poor secur infrastructur late hack secur politician account recommend uninstal app need due unnecessari access,-0.1531,neg
slow keep hang need locat time shouldnt use enough spi,0.0,neg
horribl laggi make late catch train bc need scan qr code horribl,0.0,neg
useless admin contact one contact social media admin servic confirm one repli pleas improv qualiti servic start appreci question feedback thank,-0.0772,neg
neg star avail id give app email verif doesnt work mobil verif doesnt work ,0.0,neg
non remov notif disturb think remov far turn notif set,-0.4019,neg
slow much effort refil data add featur add ident drain hell batteri duh,-0.6808,neg
think app run smooth data synch still issu statu yellow statu red take vaccin doze fix problem,-0.4019,neg
disappoint applic applic keep stop run everytim start scan qr ,-0.5994,neg
bad execut gp must time otherwis notif wont go away dont know say weird,-0.4556,neg
still could get vaccin certif show digit passport fill name nik still noth thoughi manag get vaccin certif websit still wonder happen app,0.0,neg
applic problem locat access permiss set allow use app worst app instal better remov phone soon possibl one featur helpful,-0.0516,neg
cant open ecertif tri numer time reload page said vaccin histori wherea fulli vaccin,0.0,neg
drain power much alway updat locat even often map app slow scan,0.0,neg
cant enter mall app app need locat access locat record peopl scan barcod specif place improv pl,0.0,neg
ive tri mani time regist alway fail even phone number email useless app,-0.7184,neg
drain batteri much unvalid data integr uservalid instead clientvalid,0.0,neg
noth app except cant turn onoff locat batteri drain,0.0,neg
poor app fill birthday dateeveri time fill dateth column still blankpleas fix problem,-0.7003,neg
drain phone batteri alreadi vaccin twice certif unavail take long load page,0.0,neg
notif alway pop screen soooo annoy pleas fix problem,-0.6808,neg
third attempt get app recogn vaccin websit problem app annoy get tire,-0.6808,neg
app crash tri login use phone number sometim show infinit load get otp pleas fix,-0.34,neg
sometim cannot use scan barcod place weve visit need maintain,0.0,neg
alway intern server error authent code enter uninstal util issu fix,-0.4019,neg
last updat applic improv lot still issu privaci sinc app need much access phone,0.0,neg
dont get otp number complet task repeatedli check number correct still dont get otp number,-0.1695,neg
bloodi suck app indonesian app alway wors shame us other tech none fix app,-0.7184,neg
vaccin time one time record complain mani time email call never get correct result hopeless frustrat,-0.6705,neg
often bug cant scan barcod coz screen goe dark even alreadi updat app restart phone,0.0,neg
pleas app work error even alreadi vaccin e certif cant use scan barcod alway adjust nik name name nik dont know alreadi sent email careprotect respons tri check gojek problem cant go public place cant scan barcodepleas give solutionthx,-0.6597,neg
difficult connect appli updat alway pend pend pend,-0.3612,neg
decent cant open vaccin certif keep redirect thing locat permiss time,0.0,neg
cant put info foreign nation tri onlin app drain batteri need languag choic bahasa indonesia isnt good yet,-0.3412,neg
app doesnt wlrk properli often cant check place app cant show vaccin certif wherea alreadi second vaccin,0.0,neg
call center never answer phone leav wonder alon certif doesnt appear even alreadi fill data correctli get vaccin,0.0,neg
make us turn locat even didnt use app realli wast batteri,0.0,neg
app respond properli everytim want scroll everi time want scroll keep get error,-0.2732,neg
account cant login handphon invalid signatur work websit websit cant scan qr scan qr enter build,0.0,neg
realli app annoy alway requir updat never readi direct scan use,-0.4404,neg
work properli conveni ut easi regist log,0.0,neg
cant check vaccin certif app tap check button certif doesnt appear pleas fix bug,0.0,neg
alway error difficult scan barcod success pleas improv minim error,-0.4939,neg
app confus tell us contact call center yet one ever answer,0.0,neg
didnt root photo everytim want login therel warn phone root safe log suck,-0.0258,neg
cannot add data keep say name nik incorrect cannot even use app check,0.0,neg
dont know benefit app besid batteri drain vaccin passport failur heard leak privat data useless app govern sponsor app,-0.7704,neg
begin regul cant even login u guy improv app appli rule,0.0,neg
bad bad bad readi launch app doesnt work cant fill date birth,-0.8885,neg
need locat access time bad ux difficult get main thing done main inform app pl fix,-0.7184,neg
cant regist websit app say fail pleas fix urgent bussin abroad thank advanc,-0.0516,neg
cant even access app cant regist care protect work peopl must want go public help discrimin peopl oh wonder indonesia,-0.2052,neg
